,elapsed time since start of model run (hours),net allwave rad (W/m^2),sensible heat transfer (W/m^2),latent heat exchange (W/m^2),snow/soil heat exchange (W/m^2),advected heat from precip. (W/m^2),sum of e.b. terms for snowcover (W/m^2),heat exchange between snow layers (W/m^2),sum of e.b. terms for surface layer (W/m^2),surface layer cold content (J/m^2),lower layer cold content (J/m^2),snowcover cold content (J/m^2),evaporation (kg/m^2),melt (kg/m^2),"predicted runoff (kg, or mm/m^2)",predicted depth of surface layer (m),"predicted   ""   of lower layer (m)","predicted   ""   of snowcover (m)",predicted average snow density (kg/m^3),predicted specific mass of surface layer (kg/m^2),"predicted    ""      ""   of lower layer (kg/m^2)","predicted    ""      ""   of snowcover (kg/m^2)",predicted liquid H2O in snowcover (kg/m^2),predicted temperature of surface layer (C),"predicted      ""      of lower layer (C)",predicted average temp of snowcover (C)
2019-12-09 07:00:00,1663,-24.434,0.648,0.075,12.671,0.0,-11.04,15.836,-7.875,-1172526.903,-387079.487,-1559606.389,0.002,0.0,0.0,0.25,0.351,0.601,220.653,55.163,77.344,132.507,0.0,-10.415,-2.383,-5.67
2019-12-09 08:00:00,1664,-23.873,2.174,0.788,12.946,0.0,-7.965,15.767,-5.144,-1191046.784,-397231.83,-1588278.614,0.003,0.0,0.0,0.25,0.35,0.6,220.754,55.189,77.322,132.51,0.0,-10.582,-2.447,-5.777
2019-12-09 09:00:00,1665,-18.329,2.585,1.189,13.188,0.0,-1.367,15.65,1.095,-1187103.222,-406095.325,-1593198.547,0.003,0.0,0.0,0.25,0.35,0.6,220.855,55.214,77.3,132.514,0.0,-10.543,-2.503,-5.796
2019-12-09 10:00:00,1666,-20.032,3.586,1.427,13.395,0.0,-1.624,15.482,0.463,-1185436.873,-413608.873,-1599045.747,0.004,0.0,0.0,0.25,0.35,0.6,220.956,55.239,77.279,132.518,0.0,-10.52,-2.55,-5.817
2019-12-09 11:00:00,1667,-23.198,5.047,1.019,13.571,0.0,-3.561,15.4,-1.732,-1191671.313,-420193.05,-1611864.362,0.003,0.0,0.0,0.25,0.349,0.599,221.056,55.264,77.257,132.521,0.0,-10.575,-2.592,-5.865
2019-12-09 12:00:00,1668,-17.271,6.885,0.759,13.121,6.851,10.346,15.259,12.485,-1146726.826,-427891.334,-1574618.16,0.003,0.0,0.0,0.25,0.383,0.633,213.346,53.336,81.727,135.064,0.0,-10.542,-2.495,-5.617
2019-12-09 13:00:00,1669,-6.902,7.3,0.871,12.361,0.0,13.63,14.993,16.263,-1088180.493,-437368.485,-1525548.978,0.003,0.0,0.0,0.25,0.383,0.633,213.463,53.366,81.701,135.067,0.0,-9.986,-2.551,-5.439
2019-12-09 14:00:00,1670,-0.219,6.982,0.169,12.034,5.553,24.518,14.358,26.842,-991547.664,-445735.795,-1437283.459,0.002,0.0,0.0,0.25,0.416,0.666,206.547,51.637,85.972,137.609,0.0,-9.377,-2.47,-5.022
2019-12-09 15:00:00,1671,-12.905,5.945,-0.269,11.4,0.0,4.171,13.881,6.652,-967601.541,-454667.918,-1422269.459,0.002,0.0,0.0,0.25,0.416,0.666,206.685,51.671,85.939,137.611,0.0,-9.138,-2.521,-4.968
2019-12-09 16:00:00,1672,-12.218,4.243,0.252,11.56,0.0,3.836,13.473,5.75,-946902.584,-461555.736,-1408458.319,0.002,0.0,0.0,0.25,0.415,0.665,206.824,51.706,85.907,137.613,0.0,-8.927,-2.56,-4.918
2019-12-09 17:00:00,1673,-25.821,4.043,-0.031,11.687,0.0,-10.121,13.382,-8.427,-977239.647,-467654.355,-1444894.002,0.002,0.0,0.0,0.25,0.415,0.665,206.962,51.74,85.875,137.615,0.0,-9.213,-2.596,-5.047
2019-12-09 18:00:00,1674,-43.874,4.773,-1.331,11.811,0.0,-28.621,13.688,-26.744,-1073516.762,-474414.579,-1547931.341,0.0,0.0,0.0,0.25,0.414,0.664,207.096,51.774,85.841,137.615,0.0,-10.139,-2.634,-5.412
2019-12-09 19:00:00,1675,-53.426,2.985,-0.971,11.954,0.0,-39.457,14.365,-37.046,-1206883.162,-483094.778,-1689977.939,0.001,0.0,0.0,0.25,0.414,0.664,207.226,51.806,85.81,137.616,0.0,-11.449,-2.684,-5.92
2019-12-09 20:00:00,1676,-38.757,-2.349,-1.935,12.12,0.0,-30.92,14.625,-28.416,-1309181.285,-492110.281,-1801291.566,-0.0,0.0,0.0,0.25,0.414,0.664,207.349,51.837,85.779,137.616,0.0,-12.455,-2.736,-6.319
2019-12-09 21:00:00,1677,-40.868,-9.302,-4.083,12.283,0.0,-41.971,14.589,-39.664,-1451972.018,-500414.403,-1952386.42,-0.003,0.0,0.0,0.25,0.413,0.663,207.467,51.867,85.746,137.613,0.0,-13.875,-2.783,-6.862
2019-12-09 22:00:00,1678,-40.363,-6.475,-2.667,12.424,0.0,-37.081,14.239,-35.267,-1578932.442,-506946.452,-2085878.894,-0.001,0.0,0.0,0.25,0.413,0.663,207.58,51.895,85.717,137.612,0.0,-15.155,-2.821,-7.344
2019-12-09 23:00:00,1679,-37.2,-1.673,-0.741,12.531,0.0,-27.083,13.739,-25.874,-1672079.131,-511297.58,-2183376.711,0.001,0.0,0.0,0.25,0.413,0.663,207.691,51.923,85.69,137.613,0.0,-16.1,-2.846,-7.698
2019-12-10 00:00:00,1680,-35.798,-0.746,-0.283,12.601,0.0,-24.226,13.25,-23.577,-1756955.655,-513633.323,-2270588.978,0.002,0.0,0.0,0.25,0.412,0.662,207.8,51.95,85.665,137.615,0.0,-16.962,-2.86,-8.014
2019-12-10 01:00:00,1681,-37.63,-1.531,-0.511,12.638,0.0,-27.034,12.681,-26.992,-1854125.31,-513785.885,-2367911.195,0.002,0.0,0.0,0.25,0.412,0.662,207.905,51.976,85.64,137.616,0.0,-17.955,-2.862,-8.368
2019-12-10 02:00:00,1682,-33.863,0.688,0.189,12.637,0.0,-20.349,12.022,-20.964,-1929596.063,-511571.175,-2441167.239,0.002,0.0,0.0,0.25,0.412,0.662,208.008,52.002,85.617,137.619,0.0,-18.739,-2.85,-8.636
2019-12-10 03:00:00,1683,-24.139,3.371,1.058,12.602,0.0,-7.108,11.619,-8.091,-1958723.334,-508033.648,-2466756.982,0.004,0.0,0.0,0.25,0.411,0.661,208.11,52.027,85.595,137.622,0.0,-19.041,-2.831,-8.731
2019-12-10 04:00:00,1684,-18.666,3.93,1.264,12.552,0.0,-0.92,11.5,-1.971,-1965818.593,-504248.769,-2470067.363,0.004,0.0,0.0,0.25,0.411,0.661,208.212,52.053,85.573,137.626,0.0,-19.107,-2.811,-8.743
2019-12-10 05:00:00,1685,-19.745,3.484,1.106,12.5,0.0,-2.655,11.469,-3.686,-1979089.635,-500536.928,-2479626.563,0.004,0.0,0.0,0.25,0.411,0.661,208.313,52.078,85.551,137.63,0.0,-19.233,-2.791,-8.777
2019-12-10 06:00:00,1686,-24.389,3.11,0.952,12.447,0.0,-7.88,11.335,-8.992,-2011461.011,-496532.744,-2507993.754,0.003,0.0,0.0,0.25,0.41,0.66,208.413,52.103,85.53,137.633,0.0,-19.559,-2.769,-8.88
2019-12-10 07:00:00,1687,-27.325,2.558,0.74,12.386,0.0,-11.642,11.059,-12.969,-2058149.772,-491755.92,-2549905.692,0.003,0.0,0.0,0.25,0.41,0.66,208.512,52.128,85.508,137.636,0.0,-20.036,-2.743,-9.033
2019-12-10 08:00:00,1688,-28.805,2.498,0.689,12.308,0.0,-13.31,10.684,-14.934,-2111913.24,-485907.271,-2597820.511,0.003,0.0,0.0,0.25,0.41,0.66,208.61,52.152,85.487,137.639,0.0,-20.592,-2.71,-9.208
2019-12-10 09:00:00,1689,-18.753,5.242,1.363,12.211,0.0,0.062,10.332,-1.817,-2118453.088,-479144.652,-2597597.739,0.004,0.0,0.0,0.25,0.41,0.66,208.707,52.177,85.466,137.643,0.0,-20.672,-2.673,-9.21
2019-12-10 10:00:00,1690,-14.319,16.845,4.008,12.108,0.0,18.643,10.609,17.143,-2056736.664,-473747.559,-2530484.223,0.007,0.0,0.0,0.25,0.409,0.659,208.807,52.202,85.448,137.65,0.0,-20.014,-2.643,-8.964
2019-12-10 11:00:00,1691,59.663,29.487,5.866,12.039,0.0,107.055,11.544,106.561,-1673117.131,-471967.569,-2145084.699,0.009,0.0,0.0,0.25,0.409,0.659,208.913,52.228,85.431,137.659,0.0,-16.136,-2.633,-7.576
2019-12-10 12:00:00,1692,171.786,16.236,0.591,11.631,11.275,211.519,14.307,214.195,-902014.208,-481602.755,-1383616.963,0.003,0.0,0.0,0.25,0.442,0.692,202.487,50.622,89.58,140.202,0.0,-8.725,-2.562,-4.749
2019-12-10 13:00:00,1693,70.768,7.476,-6.905,11.032,0.0,82.372,10.674,82.013,-606766.518,-480311.909,-1087078.427,-0.007,0.0,0.0,0.25,0.442,0.692,202.64,50.66,89.535,140.195,0.0,-5.779,-2.557,-3.712
2019-12-10 14:00:00,1694,1.798,6.423,-13.184,10.954,0.0,5.991,8.226,3.263,-595019.498,-470490.765,-1065510.263,-0.015,0.0,0.0,0.25,0.441,0.691,202.794,50.699,89.482,140.181,0.0,-5.655,-2.505,-3.636
2019-12-10 15:00:00,1695,-1.387,5.539,-12.99,10.813,0.0,1.976,8.192,-0.646,-597344.008,-461053.574,-1058397.582,-0.014,0.0,0.0,0.25,0.441,0.691,202.949,50.737,89.429,140.166,0.0,-5.672,-2.456,-3.612
2019-12-10 16:00:00,1696,7.319,3.235,-18.231,10.685,0.0,3.008,8.504,0.826,-594369.347,-453200.807,-1047570.154,-0.021,0.0,0.0,0.25,0.44,0.69,203.098,50.775,89.371,140.145,0.0,-5.641,-2.416,-3.575
2019-12-10 17:00:00,1697,10.271,-5.526,-21.776,10.573,0.0,-6.457,8.467,-8.563,-625196.567,-445619.577,-1070816.144,-0.026,0.0,0.0,0.25,0.439,0.689,203.245,50.811,89.308,140.12,0.0,-5.93,-2.376,-3.655
2019-12-10 18:00:00,1698,-29.898,-14.901,-18.204,10.492,0.0,-52.511,10.155,-52.848,-815448.534,-444408.273,-1259856.807,-0.021,0.0,0.0,0.25,0.439,0.689,203.391,50.848,89.251,140.098,0.0,-7.767,-2.371,-4.309
2019-12-10 19:00:00,1699,-55.415,-21.174,-13.434,10.561,0.0,-79.462,13.326,-76.697,-1091558.858,-454360.793,-1545919.651,-0.015,0.0,0.0,0.25,0.438,0.688,203.53,50.882,89.201,140.083,0.0,-10.492,-2.426,-5.306
2019-12-10 20:00:00,1700,-47.26,-18.549,-8.934,10.782,0.0,-63.96,14.778,-59.964,-1307429.981,-468745.832,-1776175.812,-0.009,0.0,0.0,0.25,0.438,0.688,203.662,50.915,89.159,140.074,0.0,-12.666,-2.505,-6.115
2019-12-10 21:00:00,1701,-40.583,-11.844,-4.966,11.031,0.0,-46.362,14.748,-42.645,-1460953.14,-482126.244,-1943079.384,-0.004,0.0,0.0,0.25,0.437,0.687,203.79,50.947,89.123,140.07,0.0,-14.232,-2.578,-6.706
2019-12-10 22:00:00,1702,-36.635,-6.114,-2.409,11.246,0.0,-33.912,14.269,-30.889,-1572154.55,-493009.691,-2065164.241,-0.001,0.0,0.0,0.25,0.437,0.687,203.914,50.979,89.09,140.069,0.0,-15.375,-2.638,-7.139
2019-12-10 23:00:00,1703,-33.615,-1.419,-0.57,11.416,0.0,-24.188,13.737,-21.867,-1650874.91,-501367.441,-2152242.351,0.001,0.0,0.0,0.25,0.436,0.686,204.036,51.009,89.061,140.07,0.0,-16.189,-2.684,-7.449
2019-12-11 00:00:00,1704,-31.64,1.406,0.412,11.546,0.0,-18.276,13.302,-16.52,-1710348.694,-507687.232,-2218035.926,0.003,0.0,0.0,0.25,0.436,0.686,204.156,51.039,89.034,140.073,0.0,-16.801,-2.719,-7.683
2019-12-11 01:00:00,1705,-32.498,2.227,0.705,11.645,0.0,-17.92,12.894,-16.672,-1770366.83,-512180.135,-2282546.965,0.003,0.0,0.0,0.25,0.436,0.686,204.274,51.069,89.007,140.076,0.0,-17.42,-2.744,-7.913
2019-12-11 02:00:00,1706,-32.257,2.724,0.815,11.716,0.0,-17.001,12.47,-16.247,-1828855.482,-514896.159,-2343751.641,0.003,0.0,0.0,0.25,0.435,0.685,204.39,51.098,88.982,140.079,0.0,-18.027,-2.76,-8.131
2019-12-11 03:00:00,1707,-31.341,3.021,0.852,11.759,0.0,-15.709,12.051,-15.417,-1884357.944,-515947.12,-2400305.064,0.003,0.0,0.0,0.25,0.435,0.685,204.504,51.126,88.956,140.082,0.0,-18.604,-2.766,-8.333
2019-12-11 04:00:00,1708,-28.691,3.535,1.007,11.777,0.0,-12.371,11.656,-12.492,-1929330.358,-515511.589,-2444841.947,0.003,0.0,0.0,0.25,0.435,0.685,204.616,51.154,88.932,140.086,0.0,-19.074,-2.764,-8.493
2019-12-11 05:00:00,1709,-26.534,4.273,1.236,11.775,0.0,-9.249,11.359,-9.666,-1964126.468,-514013.623,-2478140.091,0.004,0.0,0.0,0.25,0.434,0.684,204.727,51.182,88.908,140.089,0.0,-19.434,-2.757,-8.612
2019-12-11 06:00:00,1710,-26.932,4.916,1.357,11.758,0.0,-8.901,11.096,-9.562,-1998550.779,-511633.358,-2510184.137,0.004,0.0,0.0,0.25,0.434,0.684,204.837,51.209,88.884,140.093,0.0,-19.79,-2.745,-8.727
2019-12-11 07:00:00,1711,-24.602,4.96,1.401,11.727,0.0,-6.514,10.856,-7.384,-2025134.85,-508499.421,-2533634.271,0.004,0.0,0.0,0.25,0.434,0.684,204.946,51.236,88.861,140.097,0.0,-20.066,-2.729,-8.812
2019-12-11 08:00:00,1712,-22.361,4.902,1.42,11.685,0.0,-4.354,10.693,-5.345,-2044378.223,-504928.953,-2549307.177,0.004,0.0,0.0,0.25,0.433,0.683,205.053,51.263,88.838,140.101,0.0,-20.261,-2.71,-8.868
2019-12-11 09:00:00,1713,-26.542,6.875,1.766,11.638,0.0,-6.263,10.548,-7.353,-2070849.31,-501004.776,-2571854.087,0.004,0.0,0.0,0.25,0.433,0.683,205.161,51.29,88.815,140.105,0.0,-20.531,-2.69,-8.948
2019-12-11 10:00:00,1714,18.492,9.45,2.114,11.583,0.0,41.64,10.553,40.61,-1924653.761,-497297.306,-2421951.067,0.005,0.0,0.0,0.25,0.433,0.683,205.269,51.317,88.793,140.11,0.0,-19.031,-2.67,-8.42
2019-12-11 11:00:00,1715,75.961,11.2,1.689,11.243,20.321,120.414,12.764,121.935,-1485688.79,-502771.448,-1988460.239,0.004,0.0,0.0,0.25,0.458,0.708,201.609,50.402,92.252,142.654,0.0,-14.722,-2.598,-6.75
2019-12-11 12:00:00,1716,60.112,19.187,-0.943,10.856,0.0,89.211,14.291,92.646,-1152163.244,-515136.305,-1667299.549,0.001,0.0,0.0,0.25,0.457,0.707,201.747,50.437,92.218,142.655,0.0,-11.273,-2.663,-5.638
2019-12-11 13:00:00,1717,62.728,20.354,-7.496,11.036,0.0,86.622,13.078,88.664,-832972.418,-522489.215,-1355461.633,-0.007,0.0,0.0,0.25,0.457,0.707,201.893,50.473,92.174,142.648,0.0,-8.033,-2.703,-4.563
2019-12-11 14:00:00,1718,8.964,13.818,-9.364,11.107,0.0,24.526,10.847,24.266,-745616.126,-521552.067,-1267168.193,-0.01,0.0,0.0,0.25,0.456,0.706,202.046,50.512,92.126,142.638,0.0,-7.154,-2.699,-4.26
2019-12-11 15:00:00,1719,-20.336,8.818,-9.315,11.09,0.0,-9.742,10.126,-10.706,-784158.272,-518082.122,-1302240.394,-0.01,0.0,0.0,0.25,0.455,0.705,202.201,50.55,92.078,142.628,0.0,-7.516,-2.683,-4.378
2019-12-11 16:00:00,1720,-59.281,8.566,-8.088,11.077,0.0,-47.725,11.544,-47.259,-954289.018,-519761.051,-1474050.069,-0.008,0.0,0.0,0.25,0.455,0.705,202.353,50.588,92.032,142.62,0.0,-9.19,-2.693,-4.965
2019-12-11 17:00:00,1721,-65.1,9.708,-5.746,11.152,0.0,-49.986,13.219,-47.919,-1126798.238,-527199.97,-1653998.208,-0.005,0.0,0.0,0.25,0.454,0.704,202.498,50.625,91.991,142.615,0.0,-10.912,-2.733,-5.583
2019-12-11 18:00:00,1722,-64.163,8.138,-2.044,11.29,0.0,-46.779,13.983,-44.085,-1285505.951,-536896.559,-1822402.51,-0.0,0.0,0.0,0.25,0.454,0.704,202.64,50.66,91.955,142.615,0.0,-12.512,-2.785,-6.165
2019-12-11 19:00:00,1723,-63.644,7.705,-0.02,11.442,0.0,-44.518,14.088,-41.872,-1436243.921,-546421.751,-1982665.672,0.002,0.0,0.0,0.25,0.453,0.703,202.776,50.694,91.923,142.617,0.0,-14.052,-2.835,-6.72
2019-12-11 20:00:00,1724,-59.271,13.227,0.742,11.581,0.0,-33.721,13.778,-31.524,-1549730.898,-554330.75,-2104061.648,0.003,0.0,0.0,0.25,0.453,0.703,202.908,50.727,91.893,142.62,0.0,-15.222,-2.878,-7.143
2019-12-11 21:00:00,1725,-53.401,16.617,1.997,11.693,0.0,-23.095,13.356,-21.432,-1626887.842,-560317.49,-2187205.332,0.005,0.0,0.0,0.25,0.452,0.702,203.037,50.759,91.865,142.625,0.0,-16.023,-2.91,-7.434
2019-12-11 22:00:00,1726,-47.651,17.321,3.126,11.778,0.0,-15.426,13.002,-14.202,-1678014.337,-564725.472,-2242739.808,0.006,0.0,0.0,0.25,0.452,0.702,203.164,50.791,91.84,142.631,0.0,-16.551,-2.934,-7.628
2019-12-11 23:00:00,1727,-43.794,17.17,3.691,11.843,0.0,-11.09,12.727,-10.206,-1714756.33,-567907.69,-2282664.02,0.007,0.0,0.0,0.25,0.452,0.702,203.29,50.822,91.815,142.638,0.0,-16.929,-2.952,-7.768
2019-12-12 00:00:00,1728,-40.739,15.027,3.679,11.893,0.0,-10.141,12.522,-9.512,-1748999.067,-570172.007,-2319171.073,0.007,0.0,0.0,0.25,0.451,0.701,203.414,50.853,91.791,142.645,0.0,-17.277,-2.964,-7.895
2019-12-12 01:00:00,1729,-31.538,8.698,2.453,11.93,0.0,-8.457,12.283,-8.103,-1778171.512,-571443.462,-2349614.975,0.005,0.0,0.0,0.25,0.451,0.701,203.535,50.884,91.766,142.65,0.0,-17.579,-2.972,-8.002
2019-12-12 02:00:00,1730,-19.343,5.399,1.745,11.955,0.0,-0.243,12.187,-0.011,-1778211.16,-572278.246,-2350489.407,0.004,0.0,0.0,0.25,0.45,0.7,203.656,50.914,91.74,142.654,0.0,-17.571,-2.977,-8.005
2019-12-12 03:00:00,1731,-17.437,4.697,1.689,11.978,0.0,0.927,12.192,1.142,-1774101.006,-573050.421,-2347151.427,0.004,0.0,0.0,0.25,0.45,0.7,203.775,50.944,91.715,142.659,0.0,-17.518,-2.982,-7.994
2019-12-12 04:00:00,1732,-12.458,5.032,1.912,12.0,0.0,6.486,12.26,6.746,-1749815.947,-573985.955,-2323801.902,0.005,0.0,0.0,0.25,0.45,0.7,203.896,50.974,91.689,142.663,0.0,-17.256,-2.988,-7.912
2019-12-12 05:00:00,1733,-8.232,6.532,2.565,12.027,0.0,12.892,12.472,13.337,-1701801.747,-575588.207,-2277389.954,0.005,0.0,0.0,0.25,0.449,0.699,204.017,51.004,91.665,142.669,0.0,-16.743,-2.997,-7.75
2019-12-12 06:00:00,1734,-18.711,9.98,3.748,12.065,0.0,7.082,12.741,7.759,-1673870.368,-578024.464,-2251894.832,0.007,0.0,0.0,0.25,0.449,0.699,204.141,51.035,91.64,142.676,0.0,-16.431,-3.011,-7.659
2019-12-12 07:00:00,1735,-35.314,16.131,5.367,12.109,0.0,-1.707,12.778,-1.039,-1677610.547,-580430.008,-2258040.555,0.009,0.0,0.0,0.25,0.449,0.699,204.267,51.067,91.618,142.685,0.0,-16.461,-3.024,-7.68
2019-12-12 08:00:00,1736,-35.102,22.27,7.026,12.152,0.0,6.346,12.808,7.002,-1652404.485,-582791.699,-2235196.184,0.011,0.0,0.0,0.25,0.448,0.698,204.394,51.098,91.598,142.696,0.0,-16.191,-3.037,-7.6
2019-12-12 09:00:00,1737,-32.642,22.919,7.971,12.196,0.0,10.444,12.957,11.205,-1612066.798,-585532.776,-2197599.574,0.012,0.0,0.0,0.25,0.448,0.698,204.522,51.131,91.578,142.708,0.0,-15.762,-3.052,-7.468
2019-12-12 10:00:00,1738,-9.92,20.472,7.865,11.825,14.007,44.249,13.162,45.586,-1447956.606,-590345.714,-2038302.319,0.012,0.0,0.0,0.25,0.481,0.731,198.657,49.664,95.596,145.26,0.0,-14.53,-2.947,-6.793
2019-12-12 11:00:00,1739,10.863,17.138,6.351,11.244,0.0,45.596,13.488,47.84,-1275732.168,-598423.735,-1874155.903,0.01,0.0,0.0,0.25,0.481,0.731,198.809,49.702,95.568,145.271,0.0,-12.699,-2.988,-6.231
2019-12-12 12:00:00,1740,-9.275,12.956,4.028,11.353,0.0,19.061,13.39,21.099,-1199777.002,-605757.668,-1805534.67,0.007,0.0,0.0,0.25,0.48,0.73,198.963,49.741,95.537,145.278,0.0,-11.891,-3.027,-5.996
2019-12-12 13:00:00,1741,-14.01,12.148,2.629,11.449,0.0,12.217,13.162,13.929,-1149631.703,-611922.772,-1761554.475,0.006,0.0,0.0,0.25,0.48,0.73,199.119,49.78,95.504,145.283,0.0,-11.363,-3.059,-5.847
2019-12-12 14:00:00,1742,-17.144,10.131,1.635,11.238,10.403,16.264,12.844,17.87,-1085300.724,-617704.836,-1703005.561,0.004,0.0,0.0,0.25,0.504,0.754,195.94,48.985,98.843,147.828,0.0,-10.877,-2.983,-5.549
2019-12-12 15:00:00,1743,-32.779,10.034,1.378,10.848,0.0,-10.52,12.713,-8.654,-1116455.503,-624420.303,-1740875.806,0.004,0.0,0.0,0.25,0.504,0.754,196.109,49.027,98.805,147.832,0.0,-11.188,-3.017,-5.673
2019-12-12 16:00:00,1744,-37.668,11.516,2.394,10.937,0.0,-12.821,12.799,-10.959,-1155908.529,-631121.402,-1787029.931,0.005,0.0,0.0,0.25,0.503,0.753,196.277,49.069,98.768,147.837,0.0,-11.589,-3.05,-5.827
2019-12-12 17:00:00,1745,-44.51,16.945,5.336,11.026,0.0,-11.203,12.901,-9.328,-1189490.584,-637870.734,-1827361.318,0.009,0.0,0.0,0.25,0.503,0.753,196.444,49.111,98.735,147.846,0.0,-11.934,-3.084,-5.961
2019-12-12 18:00:00,1746,-28.606,25.459,11.356,11.112,0.0,19.321,12.841,21.051,-1113707.609,-644096.405,-1757804.014,0.017,0.0,0.0,0.25,0.502,0.752,196.616,49.154,98.709,147.863,0.0,-11.148,-3.116,-5.732
2019-12-12 19:00:00,1747,-7.611,26.164,14.735,11.184,0.0,44.471,12.108,45.395,-950285.92,-647424.237,-1597710.157,0.021,0.0,0.0,0.25,0.501,0.751,196.795,49.199,98.685,147.884,0.0,-9.446,-3.133,-5.199
2019-12-12 20:00:00,1748,-11.83,20.03,11.35,11.214,0.0,30.764,10.819,30.368,-840960.078,-646000.832,-1486960.91,0.017,0.0,0.0,0.25,0.501,0.751,196.977,49.244,98.656,147.9,0.0,-8.313,-3.127,-4.831
2019-12-12 21:00:00,1749,-15.33,13.002,6.904,11.198,0.0,15.774,9.806,14.383,-789182.069,-640991.192,-1430173.261,0.011,0.0,0.0,0.25,0.5,0.75,197.16,49.29,98.621,147.911,0.0,-7.775,-3.103,-4.642
2019-12-12 22:00:00,1750,-16.579,9.972,5.118,10.808,2.854,12.173,9.415,10.781,-750371.1,-635978.778,-1386349.878,0.009,0.0,0.0,0.25,0.533,0.783,192.065,48.016,102.444,150.46,0.0,-7.583,-2.963,-4.421
2019-12-12 23:00:00,1751,-13.487,8.125,5.055,10.225,0.0,9.919,9.076,8.769,-718801.422,-631841.703,-1350643.125,0.009,0.0,0.0,0.25,0.533,0.783,192.269,48.067,102.402,150.469,0.0,-7.248,-2.945,-4.304
2019-12-13 00:00:00,1752,-12.242,6.013,4.081,10.194,0.0,8.046,8.722,6.574,-695135.351,-626541.778,-1321677.129,0.007,0.0,0.0,0.25,0.532,0.782,192.473,48.118,102.358,150.476,0.0,-6.995,-2.921,-4.211
2019-12-13 01:00:00,1753,-10.425,7.028,5.396,10.151,0.0,12.15,8.346,10.344,-657895.168,-620042.801,-1277937.969,0.009,0.0,0.0,0.25,0.531,0.781,192.68,48.17,102.315,150.485,0.0,-6.605,-2.891,-4.069
2019-12-13 02:00:00,1754,-11.22,7.301,5.525,10.091,0.0,11.696,7.742,9.347,-624244.428,-611586.62,-1235831.048,0.009,0.0,0.0,0.25,0.53,0.78,192.888,48.222,102.273,150.494,0.0,-6.251,-2.853,-3.933
2019-12-13 03:00:00,1755,-12.839,5.426,4.069,9.442,2.481,8.58,7.573,6.71,-600087.57,-604856.228,-1204943.798,0.007,0.0,0.0,0.25,0.597,0.847,183.678,45.92,109.662,155.582,0.0,-6.311,-2.63,-3.706
2019-12-13 04:00:00,1756,-12.804,4.451,3.2,8.529,0.0,3.376,7.61,2.457,-591244.036,-601546.151,-1192790.187,0.006,0.0,0.0,0.25,0.596,0.846,183.929,45.982,109.606,155.588,0.0,-6.208,-2.616,-3.668
2019-12-13 05:00:00,1757,-15.133,3.596,2.278,8.514,0.0,-0.744,7.559,-1.699,-597361.617,-598108.684,-1195470.301,0.005,0.0,0.0,0.25,0.595,0.845,184.179,46.045,109.548,155.593,0.0,-6.263,-2.602,-3.676
2019-12-13 06:00:00,1758,-15.897,2.553,1.511,8.501,0.0,-3.332,7.808,-4.025,-611853.1,-595613.482,-1207466.582,0.004,0.0,0.0,0.25,0.594,0.844,184.427,46.107,109.49,155.597,0.0,-6.41,-2.593,-3.713
2019-12-13 07:00:00,1759,-14.834,2.298,1.617,8.498,0.0,-2.422,8.024,-2.895,-622275.121,-593909.252,-1216184.373,0.004,0.0,0.0,0.25,0.593,0.843,184.673,46.168,109.432,155.601,0.0,-6.513,-2.587,-3.74
2019-12-13 08:00:00,1760,-15.422,2.266,1.656,8.501,0.0,-2.999,8.234,-3.267,-634034.873,-592946.125,-1226980.998,0.004,0.0,0.0,0.25,0.591,0.841,184.918,46.229,109.375,155.605,0.0,-6.63,-2.584,-3.774
2019-12-13 09:00:00,1761,-15.017,2.177,1.582,8.281,0.584,-2.392,8.478,-2.195,-641937.392,-593654.712,-1235592.103,0.004,0.0,0.0,0.25,0.624,0.874,180.907,45.227,112.922,158.149,0.0,-6.867,-2.505,-3.739
2019-12-13 10:00:00,1762,-14.793,2.251,1.462,7.941,0.0,-3.139,8.707,-2.374,-650483.821,-596409.032,-1246892.853,0.004,0.0,0.0,0.25,0.623,0.873,181.171,45.293,112.86,158.153,0.0,-6.951,-2.518,-3.773
2019-12-13 11:00:00,1763,-14.134,2.415,1.335,7.985,0.0,-2.399,8.781,-1.603,-656256.36,-599272.59,-1255528.951,0.004,0.0,0.0,0.25,0.622,0.872,181.432,45.358,112.798,158.156,0.0,-7.004,-2.532,-3.8
2019-12-13 12:00:00,1764,-15.256,2.345,-0.102,8.029,0.0,-4.983,8.86,-4.152,-671204.113,-602263.83,-1273467.943,0.002,0.0,0.0,0.25,0.62,0.87,181.691,45.423,112.735,158.158,0.0,-7.156,-2.546,-3.854
2019-12-13 13:00:00,1765,-17.777,3.141,-1.987,8.077,0.0,-8.547,9.137,-7.487,-698158.671,-606078.45,-1304237.121,-0.001,0.0,0.0,0.25,0.619,0.869,181.947,45.487,112.671,158.158,0.0,-7.44,-2.564,-3.949
2019-12-13 14:00:00,1766,-19.272,5.338,-2.651,7.922,1.048,-7.615,9.521,-6.016,-719817.387,-611833.616,-1331651.003,-0.001,0.0,0.0,0.25,0.652,0.902,178.187,44.547,116.15,160.696,0.0,-7.844,-2.51,-3.969
