,elapsed time since start of model run (hours),net allwave rad (W/m^2),sensible heat transfer (W/m^2),latent heat exchange (W/m^2),snow/soil heat exchange (W/m^2),advected heat from precip. (W/m^2),sum of e.b. terms for snowcover (W/m^2),heat exchange between snow layers (W/m^2),sum of e.b. terms for surface layer (W/m^2),surface layer cold content (J/m^2),lower layer cold content (J/m^2),snowcover cold content (J/m^2),evaporation (kg/m^2),melt (kg/m^2),"predicted runoff (kg, or mm/m^2)",predicted depth of surface layer (m),"predicted   ""   of lower layer (m)","predicted   ""   of snowcover (m)",predicted average snow density (kg/m^3),predicted specific mass of surface layer (kg/m^2),"predicted    ""      ""   of lower layer (kg/m^2)","predicted    ""      ""   of snowcover (kg/m^2)",predicted liquid H2O in snowcover (kg/m^2),predicted temperature of surface layer (C),"predicted      ""      of lower layer (C)",predicted average temp of snowcover (C)
2020-02-23 21:00:00,3501,-29.846,13.352,1.287,2.756,0.0,-12.451,3.648,-11.559,-1211498.697,-4034655.616,-5246154.312,0.004,0.0,0.0,0.25,2.185,2.435,281.868,70.467,615.891,686.358,0.0,-8.355,-3.128,-3.656
2020-02-23 22:00:00,3502,-34.105,10.997,-0.985,2.761,0.0,-21.332,3.82,-20.273,-1284481.459,-4038469.048,-5322950.507,0.001,0.0,0.0,0.25,2.183,2.433,282.151,70.538,615.822,686.359,0.0,-8.858,-3.131,-3.71
2020-02-23 23:00:00,3503,-66.948,-0.4,-6.312,2.765,0.0,-70.895,4.13,-69.53,-1534789.408,-4043383.088,-5578172.497,-0.006,0.0,0.0,0.25,2.18,2.43,282.431,70.608,615.746,686.354,0.0,-10.593,-3.136,-3.889
2020-02-24 00:00:00,3504,-68.094,13.089,-6.164,2.771,0.0,-58.399,5.099,-56.071,-1736643.235,-4051764.945,-5788408.18,-0.005,0.0,0.0,0.25,2.178,2.428,282.705,70.676,615.672,686.349,0.0,-12.05,-3.143,-4.038
2020-02-24 01:00:00,3505,-62.769,7.917,-1.722,2.777,0.0,-53.797,5.771,-50.804,-1919535.86,-4062541.53,-5982077.39,0.0,0.0,0.0,0.25,2.175,2.425,282.976,70.744,615.605,686.349,0.0,-13.377,-3.151,-4.175
2020-02-24 02:00:00,3506,-36.173,4.805,0.406,2.785,0.0,-28.177,6.257,-24.705,-2008474.136,-4075041.237,-6083515.373,0.003,0.0,0.0,0.25,2.173,2.423,283.243,70.811,615.541,686.352,0.0,-14.051,-3.162,-4.248
2020-02-24 03:00:00,3507,-32.18,0.075,-0.142,2.793,0.0,-29.454,6.451,-25.796,-2101338.385,-4088212.836,-6189551.221,0.002,0.0,0.0,0.25,2.171,2.421,283.507,70.877,615.477,686.354,0.0,-14.723,-3.172,-4.323
2020-02-24 04:00:00,3508,-11.688,18.577,8.688,2.801,0.0,18.378,6.612,22.188,-2021459.888,-4101932.087,-6123391.975,0.013,0.0,0.0,0.25,2.169,2.419,283.771,70.943,615.424,686.367,0.0,-14.185,-3.183,-4.278
2020-02-24 05:00:00,3509,-4.983,37.351,17.834,2.809,0.0,53.012,6.471,56.674,-1817435.042,-4115115.046,-5932550.088,0.025,0.0,0.0,0.25,2.167,2.417,284.037,71.009,615.383,686.392,0.0,-12.716,-3.194,-4.144
2020-02-24 06:00:00,3510,-16.511,55.784,23.62,2.818,0.0,65.711,5.994,68.887,-1569441.878,-4126549.546,-5695991.423,0.032,0.0,0.0,0.25,2.164,2.414,284.306,71.076,615.347,686.424,0.0,-10.912,-3.203,-3.977
2020-02-24 07:00:00,3511,-25.954,51.576,17.346,2.825,0.0,45.793,5.206,48.174,-1396016.422,-4135120.523,-5531136.945,0.024,0.0,0.0,0.25,2.162,2.412,284.576,71.144,615.304,686.448,0.0,-9.634,-3.21,-3.859
2020-02-24 08:00:00,3512,-59.92,35.241,1.956,2.831,0.0,-19.892,4.525,-18.198,-1461529.624,-4141216.828,-5602746.452,0.005,0.0,0.0,0.25,2.16,2.41,284.843,71.211,615.242,686.453,0.0,-10.03,-3.215,-3.907
2020-02-24 09:00:00,3513,-22.373,48.97,19.275,2.837,0.0,48.709,4.742,50.615,-1279316.207,-4148076.611,-5427392.818,0.027,0.0,0.0,0.25,2.158,2.408,285.112,71.278,615.202,686.48,0.0,-8.784,-3.221,-3.786
2020-02-24 10:00:00,3514,-23.07,8.407,-0.93,2.843,0.0,-12.75,4.019,-11.574,-1320981.575,-4152311.449,-5473293.024,0.001,0.0,0.0,0.25,2.156,2.406,285.377,71.344,615.137,686.481,0.0,-9.021,-3.224,-3.816
2020-02-24 11:00:00,3515,-45.509,-21.278,-23.608,2.847,0.0,-87.548,4.162,-86.234,-1631422.295,-4157042.341,-5788464.636,-0.027,0.0,0.0,0.25,2.153,2.403,285.635,71.409,615.045,686.454,0.0,-11.14,-3.229,-4.036
2020-02-24 12:00:00,3516,-33.722,14.634,-22.025,2.852,0.0,-38.261,5.306,-35.807,-1760327.187,-4165875.591,-5926202.778,-0.025,0.0,0.0,0.25,2.151,2.401,285.887,71.472,614.957,686.428,0.0,-12.102,-3.236,-4.136
2020-02-24 13:00:00,3517,-17.507,22.919,-25.324,2.859,0.0,-17.052,5.732,-14.18,-1811375.154,-4176216.447,-5987591.601,-0.029,0.0,0.0,0.25,2.149,2.399,286.135,71.534,614.865,686.399,0.0,-12.486,-3.245,-4.18
2020-02-24 14:00:00,3518,21.192,26.443,-24.791,2.866,0.0,25.71,5.88,28.723,-1707970.694,-4187065.663,-5895036.357,-0.029,0.0,0.0,0.25,2.147,2.397,286.381,71.595,614.775,686.37,0.0,-11.779,-3.254,-4.116
2020-02-24 15:00:00,3519,-26.144,34.981,-28.516,2.874,0.0,-16.806,5.581,-14.098,-1758724.433,-4196812.12,-5955536.553,-0.033,0.0,0.0,0.25,2.145,2.395,286.626,71.657,614.681,686.337,0.0,-12.088,-3.262,-4.158
2020-02-24 16:00:00,3520,47.391,22.96,-23.335,2.881,0.0,49.896,5.707,52.723,-1568922.777,-4206987.846,-5775910.623,-0.027,0.0,0.0,0.25,2.142,2.392,286.871,71.718,614.593,686.31,0.0,-10.786,-3.27,-4.033
2020-02-24 17:00:00,3521,8.606,-3.379,-28.874,2.888,0.0,-20.759,5.103,-18.544,-1635682.84,-4214961.799,-5850644.638,-0.034,0.0,0.0,0.25,2.14,2.39,287.116,71.779,614.498,686.277,0.0,-11.183,-3.277,-4.084
2020-02-24 18:00:00,3522,-57.503,-4.33,-20.034,2.894,0.0,-78.973,5.292,-76.574,-1911350.402,-4223595.637,-6134946.038,-0.023,0.0,0.0,0.25,2.138,2.388,287.361,71.84,614.414,686.254,0.0,-13.075,-3.284,-4.283
2020-02-24 19:00:00,3523,-71.555,3.071,-10.006,2.9,0.0,-75.59,6.072,-72.419,-2172057.61,-4235012.066,-6407069.677,-0.01,0.0,0.0,0.25,2.136,2.386,287.603,71.901,614.343,686.244,0.0,-14.949,-3.294,-4.476
2020-02-24 20:00:00,3524,-66.581,9.204,-3.391,2.908,0.0,-57.861,6.592,-54.176,-2367092.446,-4248277.084,-6615369.53,-0.002,0.0,0.0,0.25,2.134,2.384,287.843,71.961,614.281,686.242,0.0,-16.389,-3.304,-4.625
2020-02-24 21:00:00,3525,-55.593,11.108,1.554,2.916,0.0,-40.015,6.813,-36.118,-2497117.208,-4262307.642,-6759424.85,0.004,0.0,0.0,0.25,2.132,2.382,288.08,72.02,614.226,686.246,0.0,-17.367,-3.316,-4.728
2020-02-24 22:00:00,3526,-56.512,8.282,0.871,2.924,0.0,-44.435,6.873,-40.486,-2642868.221,-4276523.11,-6919391.331,0.004,0.0,0.0,0.25,2.13,2.38,288.314,72.078,614.172,686.25,0.0,-18.432,-3.327,-4.842
2020-02-24 23:00:00,3527,-63.682,11.656,-0.438,2.932,0.0,-49.532,6.861,-45.603,-2807037.417,-4290667.405,-7097704.822,0.002,0.0,0.0,0.25,2.128,2.378,288.544,72.136,614.116,686.252,0.0,-19.639,-3.339,-4.969
2020-02-25 00:00:00,3528,-56.379,18.087,1.591,2.94,0.0,-33.76,6.759,-29.942,-2914827.23,-4304412.628,-7219239.858,0.004,0.0,0.0,0.25,2.126,2.376,288.772,72.193,614.063,686.256,0.0,-20.469,-3.35,-5.056
2020-02-25 01:00:00,3529,-46.991,18.855,3.958,2.948,0.0,-21.23,6.636,-17.543,-2977982.381,-4317686.169,-7295668.55,0.007,0.0,0.0,0.25,2.125,2.375,288.998,72.25,614.014,686.264,0.0,-20.961,-3.36,-5.111
2020-02-25 02:00:00,3530,-25.248,13.528,3.526,2.956,0.0,-5.238,6.543,-1.651,-2983926.095,-4330598.997,-7314525.093,0.007,0.0,0.0,0.25,2.123,2.373,289.222,72.306,613.965,686.271,0.0,-21.026,-3.371,-5.125
2020-02-25 03:00:00,3531,-29.106,6.171,1.466,2.964,0.0,-18.506,6.526,-14.944,-3037724.86,-4343421.832,-7381146.693,0.004,0.0,0.0,0.25,2.121,2.371,289.445,72.361,613.914,686.275,0.0,-21.393,-3.381,-5.172
2020-02-25 04:00:00,3532,-28.088,5.988,1.415,2.971,0.0,-17.714,6.447,-14.238,-3088981.328,-4355934.072,-7444915.4,0.004,0.0,0.0,0.25,2.119,2.369,289.665,72.416,613.863,686.279,0.0,-21.768,-3.391,-5.218
2020-02-25 05:00:00,3533,-26.395,6.713,1.578,2.979,0.0,-15.126,6.361,-11.743,-3131257.327,-4368110.051,-7499367.378,0.004,0.0,0.0,0.25,2.117,2.367,289.884,72.471,613.813,686.284,0.0,-22.08,-3.401,-5.257
2020-02-25 06:00:00,3534,-45.318,18.021,3.265,2.986,7.398,-13.648,6.284,-10.35,-3168516.342,-4379983.865,-7548500.207,0.007,0.0,0.0,0.25,2.15,2.4,287.066,71.767,617.064,688.83,0.0,-22.589,-3.393,-5.272
2020-02-25 07:00:00,3535,-43.525,16.908,3.063,2.938,0.0,-20.615,6.127,-17.427,-3231251.797,-4391463.436,-7622715.233,0.006,0.0,0.0,0.25,2.148,2.398,287.296,71.824,617.013,688.837,0.0,-23.062,-3.402,-5.324
2020-02-25 08:00:00,3536,-40.124,10.886,2.159,2.945,0.0,-24.135,5.999,-21.08,-3307139.628,-4402459.925,-7709599.553,0.005,0.0,0.0,0.25,2.146,2.396,287.524,71.881,616.961,688.842,0.0,-23.627,-3.411,-5.386
2020-02-25 09:00:00,3537,-40.37,25.006,4.431,2.952,0.0,-7.982,5.839,-5.095,-3325479.902,-4412854.941,-7738334.843,0.008,0.0,0.0,0.25,2.144,2.394,287.751,71.938,616.912,688.85,0.0,-23.79,-3.419,-5.407
2020-02-25 10:00:00,3538,-43.159,33.19,4.757,2.958,11.891,9.638,5.789,12.469,-3280591.503,-4423047.73,-7703639.233,0.008,0.0,0.0,0.25,2.176,2.426,285.003,71.251,620.148,691.398,0.0,-23.71,-3.409,-5.364
2020-02-25 11:00:00,3539,-43.871,39.333,3.94,2.911,0.0,2.313,5.786,5.189,-3261912.201,-4433399.247,-7695311.447,0.007,0.0,0.0,0.25,2.174,2.424,285.241,71.31,620.096,691.406,0.0,-23.548,-3.417,-5.357
2020-02-25 12:00:00,3540,-42.801,55.928,2.666,2.917,0.0,18.71,5.83,21.623,-3184070.203,-4443883.849,-7627954.052,0.006,0.0,0.0,0.25,2.172,2.422,285.478,71.37,620.042,691.412,0.0,-22.953,-3.426,-5.31
2020-02-25 13:00:00,3541,140.791,58.875,1.246,2.924,0.0,203.835,5.988,206.899,-2439232.106,-4454916.457,-6894148.563,0.004,0.0,0.0,0.25,2.17,2.42,285.715,71.429,619.987,691.416,0.0,-17.53,-3.435,-4.798
2020-02-25 14:00:00,3542,64.08,46.65,-7.55,2.931,0.0,106.11,6.695,109.875,-2043683.32,-4468469.121,-6512152.441,-0.007,0.0,0.0,0.25,2.168,2.418,285.958,71.49,619.919,691.409,0.0,-14.38,-3.446,-4.524
2020-02-25 15:00:00,3543,55.903,27.63,-17.502,2.938,0.0,68.971,6.226,72.258,-1783554.426,-4480302.962,-6263857.389,-0.019,0.0,0.0,0.25,2.166,2.416,286.203,71.551,619.839,691.39,0.0,-12.394,-3.455,-4.348
2020-02-25 16:00:00,3544,9.772,9.47,-24.998,2.946,0.0,-2.809,5.563,-0.192,-1784245.305,-4489725.943,-6273971.248,-0.029,0.0,0.0,0.25,2.164,2.414,286.449,71.612,619.749,691.361,0.0,-12.298,-3.463,-4.352
2020-02-25 17:00:00,3545,4.167,-9.917,-20.523,2.952,0.0,-23.32,5.52,-20.753,-1858955.312,-4498969.47,-6357924.782,-0.023,0.0,0.0,0.25,2.161,2.411,286.694,71.674,619.664,691.338,0.0,-12.798,-3.471,-4.41
2020-02-25 18:00:00,3546,-51.039,-8.152,-12.344,2.959,0.0,-68.575,5.709,-65.826,-2095927.456,-4508868.824,-6604796.28,-0.013,0.0,0.0,0.25,2.159,2.409,286.939,71.735,619.59,691.325,0.0,-14.443,-3.479,-4.583
2020-02-25 19:00:00,3547,-51.379,-4.583,-7.713,2.965,0.0,-60.71,6.221,-57.454,-2302761.408,-4520589.43,-6823350.837,-0.007,0.0,0.0,0.25,2.157,2.407,287.182,71.795,619.522,691.318,0.0,-15.951,-3.489,-4.737
2020-02-25 20:00:00,3548,-64.414,-0.198,-3.031,2.972,0.0,-64.672,6.52,-61.124,-2522806.028,-4533362.231,-7056168.26,-0.001,0.0,0.0,0.25,2.155,2.405,287.421,71.855,619.461,691.317,0.0,-17.558,-3.499,-4.902
2020-02-25 21:00:00,3549,-62.69,-0.737,-1.393,2.98,0.0,-61.84,6.66,-58.16,-2732183.392,-4546609.172,-7278792.564,0.001,0.0,0.0,0.25,2.153,2.403,287.656,71.914,619.403,691.317,0.0,-19.112,-3.51,-5.059
2020-02-25 22:00:00,3550,-54.972,-10.475,-2.884,2.987,0.0,-65.344,6.625,-61.707,-2954329.323,-4559702.556,-7514031.878,-0.001,0.0,0.0,0.25,2.151,2.401,287.888,71.972,619.344,691.316,0.0,-20.769,-3.52,-5.226
2020-02-25 23:00:00,3551,-65.876,-18.259,-3.842,2.995,0.0,-84.982,6.423,-81.554,-3247924.188,-4572044.622,-7819968.81,-0.002,0.0,0.0,0.25,2.149,2.399,288.115,72.029,619.286,691.314,0.0,-22.957,-3.53,-5.442
2020-02-26 00:00:00,3552,-61.849,-14.563,-2.608,3.002,-3.151,-79.169,5.951,-76.22,-3522317.198,-4582660.05,-8104977.248,-0.001,0.0,0.0,0.25,2.181,2.431,285.366,71.342,622.512,693.854,0.0,-25.345,-3.52,-5.624
2020-02-26 01:00:00,3553,-56.67,-4.224,-0.681,2.954,0.0,-58.621,5.239,-56.336,-3725127.248,-4590884.783,-8316012.031,0.002,0.0,0.0,0.25,2.179,2.429,285.598,71.4,622.456,693.855,0.0,-27.026,-3.527,-5.774
2020-02-26 02:00:00,3554,-52.807,1.504,0.205,2.96,0.0,-48.138,4.704,-46.394,-3892146.069,-4597163.372,-8489309.441,0.003,0.0,0.0,0.25,2.178,2.428,285.827,71.457,622.402,693.858,0.0,-28.398,-3.532,-5.897
2020-02-26 03:00:00,3555,-48.377,5.376,0.698,2.965,0.0,-39.339,4.264,-38.04,-4029088.924,-4601841.582,-8630930.505,0.003,0.0,0.0,0.25,2.176,2.426,286.052,71.513,622.349,693.862,0.0,-29.529,-3.536,-5.998
2020-02-26 04:00:00,3556,-43.446,10.203,1.285,2.969,0.0,-28.989,3.911,-28.047,-4130057.434,-4605233.346,-8735290.78,0.004,0.0,0.0,0.25,2.174,2.424,286.276,71.569,622.297,693.866,0.0,-30.378,-3.539,-6.073
2020-02-26 05:00:00,3557,-39.62,8.758,1.085,2.973,0.0,-26.804,3.657,-26.12,-4224090.721,-4607694.454,-8831785.175,0.004,0.0,0.0,0.25,2.172,2.422,286.496,71.624,622.246,693.87,0.0,-31.149,-3.541,-6.142
2020-02-26 06:00:00,3558,-36.677,7.781,0.942,2.976,7.314,-17.664,3.435,-17.206,-4286030.605,-4609345.958,-8895376.563,0.004,0.0,0.0,0.25,2.204,2.454,283.793,70.948,625.465,696.414,0.0,-32.002,-3.524,-6.165
2020-02-26 07:00:00,3559,-34.295,8.737,1.014,2.926,0.0,-21.617,3.189,-21.355,-4362907.477,-4610291.989,-8973199.466,0.004,0.0,0.0,0.25,2.202,2.452,284.024,71.006,625.412,696.418,0.0,-32.659,-3.525,-6.219
2020-02-26 08:00:00,3560,-33.03,12.54,1.394,2.929,9.061,-7.105,3.02,-7.015,-4388161.402,-4610616.792,-8998778.195,0.004,0.0,0.0,0.25,2.234,2.484,281.399,70.35,628.612,698.962,0.0,-33.24,-3.507,-6.215
2020-02-26 09:00:00,3561,-29.002,10.961,1.23,2.88,0.0,-13.931,2.864,-13.947,-4438369.582,-4610559.364,-9048928.947,0.004,0.0,0.0,0.25,2.232,2.482,281.64,70.41,628.556,698.966,0.0,-33.668,-3.507,-6.25
2020-02-26 10:00:00,3562,39.893,19.261,2.309,2.883,0.0,64.347,2.764,64.228,-4207148.922,-4610129.895,-8817278.817,0.005,0.0,0.0,0.25,2.23,2.48,281.879,70.47,628.502,698.971,0.0,-31.941,-3.507,-6.091
2020-02-26 11:00:00,3563,108.047,49.024,3.767,2.886,0.0,163.724,3.198,164.035,-3616621.291,-4611252.063,-8227873.354,0.007,0.0,0.0,0.25,2.228,2.478,282.121,70.53,628.448,698.979,0.0,-27.248,-3.508,-5.68
2020-02-26 12:00:00,3564,144.996,45.715,2.628,2.889,0.0,196.227,4.608,197.947,-2904013.793,-4617441.098,-7521454.891,0.006,0.0,0.0,0.25,2.225,2.475,282.369,70.592,628.392,698.984,0.0,-21.466,-3.514,-5.185
2020-02-26 13:00:00,3565,96.748,77.064,1.596,2.894,0.0,178.302,6.21,181.618,-2250188.088,-4629378.609,-6879566.697,0.005,0.0,0.0,0.25,2.223,2.473,282.626,70.656,628.333,698.989,0.0,-16.256,-3.523,-4.734
2020-02-26 14:00:00,3566,80.032,70.058,0.676,2.901,0.0,153.667,6.409,157.175,-1684357.035,-4642008.134,-6326365.169,0.003,0.0,0.0,0.25,2.221,2.471,282.891,70.723,628.27,698.993,0.0,-11.923,-3.533,-4.346
2020-02-26 15:00:00,3567,87.497,47.236,-13.918,2.908,0.0,123.723,5.182,125.997,-1230768.537,-4650195.008,-5880963.545,-0.015,0.0,0.0,0.25,2.218,2.468,283.159,70.79,628.188,698.978,0.0,-8.567,-3.54,-4.035
2020-02-26 16:00:00,3568,33.423,13.709,-23.892,2.914,2.96,29.114,3.449,29.648,-1124033.959,-4652119.396,-5776153.355,-0.027,0.0,0.0,0.25,2.25,2.5,280.607,70.152,631.338,701.49,0.0,-7.8,-3.524,-3.945
2020-02-26 17:00:00,3569,-18.138,-0.126,-32.169,2.867,0.0,-47.566,2.96,-47.474,-1294939.552,-4652451.992,-5947391.544,-0.038,0.0,0.0,0.25,2.247,2.497,280.893,70.223,631.229,701.452,0.0,-8.953,-3.524,-4.06
2020-02-26 18:00:00,3570,-37.069,2.445,-16.317,2.871,0.0,-48.071,3.654,-47.287,-1465173.443,-4655272.018,-6120445.461,-0.018,0.0,0.0,0.25,2.245,2.495,281.178,70.295,631.14,701.434,0.0,-10.161,-3.527,-4.18
2020-02-26 19:00:00,3571,-40.561,2.493,-3.109,2.876,0.0,-38.301,4.318,-36.859,-1597864.789,-4660464.265,-6258329.053,-0.001,0.0,0.0,0.25,2.242,2.492,281.463,70.366,631.067,701.433,0.0,-11.119,-3.531,-4.276
2020-02-26 20:00:00,3572,-64.01,5.804,-2.317,2.881,0.0,-57.642,4.79,-55.733,-1798502.673,-4667336.982,-6465839.655,-0.0,0.0,0.0,0.25,2.24,2.49,281.744,70.436,630.997,701.433,0.0,-12.546,-3.537,-4.42
2020-02-26 21:00:00,3573,-67.766,21.662,-3.123,2.886,0.0,-46.34,5.397,-43.83,-1956290.452,-4676374.235,-6632664.687,-0.001,0.0,0.0,0.25,2.237,2.487,282.021,70.505,630.926,701.431,0.0,-13.704,-3.544,-4.536
2020-02-26 22:00:00,3574,-67.211,43.168,-3.647,2.892,0.0,-24.797,5.795,-21.894,-2035110.356,-4686822.674,-6721933.03,-0.002,0.0,0.0,0.25,2.235,2.485,282.293,70.573,630.856,701.43,0.0,-14.302,-3.553,-4.599
2020-02-26 23:00:00,3575,-63.254,45.675,0.141,2.899,0.0,-14.54,5.963,-11.476,-2076422.173,-4697853.765,-6774275.938,0.003,0.0,0.0,0.25,2.232,2.482,282.564,70.641,630.791,701.432,0.0,-14.611,-3.562,-4.636
2020-02-27 00:00:00,3576,-61.306,38.282,1.431,2.906,0.0,-18.687,6.038,-15.555,-2132420.541,-4709128.875,-6841549.416,0.004,0.0,0.0,0.25,2.23,2.48,282.833,70.708,630.729,701.437,0.0,-15.007,-3.571,-4.682
2020-02-27 01:00:00,3577,-51.637,18.758,3.957,2.913,0.0,-26.01,6.126,-22.797,-2214488.993,-4720695.699,-6935184.692,0.008,0.0,0.0,0.25,2.228,2.478,283.101,70.775,630.669,701.444,0.0,-15.593,-3.58,-4.747
2020-02-27 02:00:00,3578,-45.307,31.364,9.239,2.92,0.0,-1.784,6.238,1.534,-2208964.989,-4732642.581,-6941607.57,0.014,0.0,0.0,0.25,2.225,2.475,283.367,70.842,630.617,701.459,0.0,-15.573,-3.589,-4.753
2020-02-27 03:00:00,3579,-44.066,19.409,6.073,2.927,0.0,-15.657,6.229,-12.355,-2253444.286,-4744530.07,-6997974.357,0.01,0.0,0.0,0.25,2.223,2.473,283.631,70.908,630.561,701.469,0.0,-15.87,-3.599,-4.791
2020-02-27 04:00:00,3580,-45.911,37.96,10.237,2.934,0.0,5.22,6.275,8.561,-2222625.306,-4756556.929,-6979182.235,0.015,0.0,0.0,0.25,2.221,2.471,283.894,70.973,630.511,701.484,0.0,-15.656,-3.608,-4.779
2020-02-27 05:00:00,3581,-48.394,37.46,9.143,2.941,0.0,1.151,6.232,4.442,-2206633.193,-4768405.884,-6975039.077,0.014,0.0,0.0,0.25,2.219,2.469,284.156,71.039,630.459,701.498,0.0,-15.517,-3.618,-4.776
2020-02-27 06:00:00,3582,-54.016,25.0,3.936,2.948,0.0,-22.131,6.201,-18.878,-2274594.637,-4780117.202,-7054711.839,0.008,0.0,0.0,0.25,2.216,2.466,284.415,71.104,630.402,701.506,0.0,-15.972,-3.627,-4.83
2020-02-27 07:00:00,3583,-50.342,12.317,2.55,2.955,0.0,-32.521,6.274,-29.202,-2379721.382,-4792065.574,-7171786.956,0.006,0.0,0.0,0.25,2.214,2.464,284.672,71.168,630.344,701.512,0.0,-16.723,-3.637,-4.911
2020-02-27 08:00:00,3584,-47.664,19.619,4.241,2.961,0.0,-20.842,6.366,-17.438,-2442497.065,-4804321.76,-7246818.826,0.008,0.0,0.0,0.25,2.212,2.462,284.927,71.232,630.288,701.52,0.0,-17.196,-3.646,-4.964
2020-02-27 09:00:00,3585,-44.761,12.331,2.727,2.968,0.0,-26.735,6.402,-23.301,-2526381.446,-4816683.075,-7343064.521,0.006,0.0,0.0,0.25,2.21,2.46,285.179,71.295,630.231,701.526,0.0,-17.802,-3.656,-5.031
2020-02-27 10:00:00,3586,-22.93,51.937,8.953,2.975,0.0,40.936,6.428,44.389,-2366582.259,-4829112.559,-7195694.818,0.014,0.0,0.0,0.25,2.208,2.458,285.43,71.357,630.182,701.54,0.0,-16.699,-3.666,-4.931
2020-02-27 11:00:00,3587,70.419,45.108,5.111,2.982,0.0,123.621,6.345,126.984,-1909439.052,-4841219.641,-6750658.693,0.009,0.0,0.0,0.25,2.206,2.456,285.681,71.42,630.128,701.549,0.0,-13.407,-3.676,-4.624
2020-02-27 12:00:00,3588,13.388,64.84,-0.091,2.989,0.0,81.126,5.611,83.748,-1607946.514,-4850657.265,-6458603.779,0.003,0.0,0.0,0.25,2.204,2.454,285.936,71.484,630.067,701.551,0.0,-11.144,-3.683,-4.419
2020-02-27 13:00:00,3589,39.853,43.679,-7.818,2.995,0.0,78.709,4.695,80.408,-1318475.991,-4856776.176,-6175252.168,-0.007,0.0,0.0,0.25,2.201,2.451,286.191,71.548,629.996,701.544,0.0,-9.055,-3.688,-4.222
2020-02-27 14:00:00,3590,63.227,33.542,-14.624,3.0,0.0,85.147,3.599,85.745,-1009793.96,-4858930.61,-5868724.569,-0.016,0.0,0.0,0.25,2.199,2.449,286.449,71.612,629.916,701.528,0.0,-6.877,-3.691,-4.01
2020-02-27 15:00:00,3591,60.864,25.511,-24.064,3.004,0.0,65.315,2.251,64.561,-777373.771,-4856217.891,-5633591.663,-0.028,0.0,0.0,0.25,2.197,2.447,286.706,71.677,629.824,701.501,0.0,-5.248,-3.689,-3.847
2020-02-27 16:00:00,3592,52.192,20.841,-27.582,3.007,0.0,48.458,1.137,46.588,-609657.051,-4849485.292,-5459142.343,-0.032,0.0,0.0,0.25,2.194,2.444,286.966,71.741,629.727,701.469,0.0,-4.088,-3.685,-3.726
2020-02-27 17:00:00,3593,30.048,13.17,-43.818,3.008,0.0,2.407,0.3,-0.3,-610738.612,-4839737.54,-5450476.152,-0.053,0.0,0.0,0.25,2.192,2.442,287.222,71.805,629.611,701.416,0.0,-4.075,-3.678,-3.718
2020-02-27 18:00:00,3594,53.089,9.17,-44.934,3.008,0.0,20.333,0.296,17.621,-547303.896,-4829973.531,-5377277.427,-0.054,0.0,0.0,0.25,2.19,2.44,287.477,71.869,629.493,701.362,0.0,-3.649,-3.671,-3.669
2020-02-27 19:00:00,3595,24.925,-10.811,-47.195,3.009,0.0,-30.072,-0.017,-33.097,-666453.393,-4819081.74,-5485535.132,-0.057,0.0,0.0,0.25,2.187,2.437,287.731,71.933,629.372,701.305,0.0,-4.432,-3.663,-3.742
2020-02-27 20:00:00,3596,-101.603,-16.63,-35.42,3.009,0.0,-150.644,0.572,-153.08,-1217542.83,-4810309.663,-6027852.493,-0.042,0.0,0.0,0.25,2.185,2.435,287.985,71.996,629.266,701.263,0.0,-8.113,-3.657,-4.113
2020-02-27 21:00:00,3597,-87.763,-1.419,-17.885,3.009,0.0,-104.058,3.09,-103.977,-1591860.28,-4810600.067,-6402460.348,-0.02,0.0,0.0,0.25,2.183,2.433,288.235,72.059,629.184,701.243,0.0,-10.737,-3.658,-4.375
2020-02-27 22:00:00,3598,-79.555,18.08,-8.417,3.012,0.0,-66.88,4.561,-65.331,-1827052.641,-4816174.452,-6643227.093,-0.008,0.0,0.0,0.25,2.181,2.431,288.482,72.12,629.115,701.235,0.0,-12.43,-3.662,-4.544
2020-02-27 23:00:00,3599,-76.392,22.328,-5.722,3.017,0.0,-56.768,5.314,-54.471,-2023149.227,-4824443.881,-6847593.108,-0.004,0.0,0.0,0.25,2.179,2.429,288.724,72.181,629.049,701.231,0.0,-13.837,-3.669,-4.686
2020-02-28 00:00:00,3600,-71.467,26.461,-3.528,3.023,0.0,-45.511,5.804,-42.73,-2176976.196,-4834455.847,-7011432.044,-0.002,0.0,0.0,0.25,2.177,2.427,288.964,72.241,628.988,701.229,0.0,-14.953,-3.677,-4.801
2020-02-28 01:00:00,3601,-67.263,29.181,-1.797,3.029,0.0,-36.849,6.097,-33.781,-2298588.988,-4845499.053,-7144088.041,0.0,0.0,0.0,0.25,2.175,2.425,289.2,72.3,628.929,701.229,0.0,-15.84,-3.686,-4.894
2020-02-28 02:00:00,3602,-64.266,26.645,-0.339,3.035,0.0,-34.925,6.266,-31.694,-2412687.963,-4857129.244,-7269817.206,0.002,0.0,0.0,0.25,2.173,2.423,289.434,72.359,628.873,701.232,0.0,-16.668,-3.695,-4.981
2020-02-28 03:00:00,3603,-60.422,31.816,1.241,3.042,0.0,-24.323,6.374,-20.991,-2488254.318,-4869124.447,-7357378.765,0.004,0.0,0.0,0.25,2.171,2.421,289.666,72.417,628.819,701.236,0.0,-17.228,-3.705,-5.043
